Pkey,Year,Quarter,Year ending,Airport of departure,Purpose of visit,Age band,Total visitor spend,Total visitors
359,1998,4,YEDec 1998,Queenstown,Holiday / vacation,60 - 64,,
360,1998,4,YEDec 1998,Queenstown,Holiday / vacation,65 - 69,,
361,1998,4,YEDec 1998,Queenstown,Holiday / vacation,70 - 74,,
362,1998,4,YEDec 1998,Queenstown,Holiday / vacation,75 or older,,
363,1998,4,YEDec 1998,Queenstown,Holiday / vacation,Rather not say,,
364,1998,4,YEDec 1998,Queenstown,Holiday / vacation,Under 20,,
365,1998,4,YEDec 1998,Queenstown,Other,20 - 24,,
366,1998,4,YEDec 1998,Queenstown,Other,25 - 29,,
367,1998,4,YEDec 1998,Queenstown,Other,30 - 34,,
368,1998,4,YEDec 1998,Queenstown,Other,35 - 39,,
369,1998,4,YEDec 1998,Queenstown,Other,40 - 44,,
370,1998,4,YEDec 1998,Queenstown,Other,45 - 49,,
371,1998,4,YEDec 1998,Queenstown,Other,50 - 54,,
372,1998,4,YEDec 1998,Queenstown,Other,55 - 59,,
373,1998,4,YEDec 1998,Queenstown,Other,60 - 64,,
374,1998,4,YEDec 1998,Queenstown,Other,65 - 69,,
375,1998,4,YEDec 1998,Queenstown,Other,70 - 74,,
376,1998,4,YEDec 1998,Queenstown,Other,75 or older,,
377,1998,4,YEDec 1998,Queenstown,Other,Rather not say,,
378,1998,4,YEDec 1998,Queenstown,Other,Under 20,,
379,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,20 - 24,,
380,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,25 - 29,,
381,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,30 - 34,,
382,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,35 - 39,,
383,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,40 - 44,,
384,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,45 - 49,,
385,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,50 - 54,,
386,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,55 - 59,,
387,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,60 - 64,,
388,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,65 - 69,,
389,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,70 - 74,,
390,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,75 or older,,
391,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,Rather not say,,
392,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,Under 20,,
393,1998,4,YEDec 1998,Wellington,Business,20 - 24,2798452.65,617
394,1998,4,YEDec 1998,Wellington,Business,25 - 29,4639089.21,3663
395,1998,4,YEDec 1998,Wellington,Business,30 - 34,10722534.02,6447
396,1998,4,YEDec 1998,Wellington,Business,35 - 39,6438993.48,2762
397,1998,4,YEDec 1998,Wellington,Business,40 - 44,8238454.9,4462
398,1998,4,YEDec 1998,Wellington,Business,45 - 49,14355289.16,7382
399,1998,4,YEDec 1998,Wellington,Business,50 - 54,4113133.23,2464
400,1998,4,YEDec 1998,Wellington,Business,55 - 59,1887341.99,589
401,1998,4,YEDec 1998,Wellington,Business,60 - 64,1454581.22,841
402,1998,4,YEDec 1998,Wellington,Business,65 - 69,401218.34,234
403,1998,4,YEDec 1998,Wellington,Business,70 - 74,,
404,1998,4,YEDec 1998,Wellington,Business,75 or older,,
405,1998,4,YEDec 1998,Wellington,Business,Rather not say,,
406,1998,4,YEDec 1998,Wellington,Business,Under 20,,
407,1998,4,YEDec 1998,Wellington,Holiday / vacation,20 - 24,2441308.51,1037
408,1998,4,YEDec 1998,Wellington,Holiday / vacation,25 - 29,4780052.95,2225
409,1998,4,YEDec 1998,Wellington,Holiday / vacation,30 - 34,3762485.17,1664
410,1998,4,YEDec 1998,Wellington,Holiday / vacation,35 - 39,2938558.41,2194
411,1998,4,YEDec 1998,Wellington,Holiday / vacation,40 - 44,2927168.69,2212
412,1998,4,YEDec 1998,Wellington,Holiday / vacation,45 - 49,7172156.02,3108
413,1998,4,YEDec 1998,Wellington,Holiday / vacation,50 - 54,1885426.82,1151
414,1998,4,YEDec 1998,Wellington,Holiday / vacation,55 - 59,528309.59,641
415,1998,4,YEDec 1998,Wellington,Holiday / vacation,60 - 64,4492156.17,2016
416,1998,4,YEDec 1998,Wellington,Holiday / vacation,65 - 69,2427876.59,1358
417,1998,4,YEDec 1998,Wellington,Holiday / vacation,70 - 74,,
418,1998,4,YEDec 1998,Wellington,Holiday / vacation,75 or older,,
419,1998,4,YEDec 1998,Wellington,Holiday / vacation,Rather not say,,
420,1998,4,YEDec 1998,Wellington,Holiday / vacation,Under 20,1248498.51,1273
421,1998,4,YEDec 1998,Wellington,Other,20 - 24,,
422,1998,4,YEDec 1998,Wellington,Other,25 - 29,360630.89,228
423,1998,4,YEDec 1998,Wellington,Other,30 - 34,,
424,1998,4,YEDec 1998,Wellington,Other,35 - 39,1286202.35,617
425,1998,4,YEDec 1998,Wellington,Other,40 - 44,265987.05,529
426,1998,4,YEDec 1998,Wellington,Other,45 - 49,104636.93,320
427,1998,4,YEDec 1998,Wellington,Other,50 - 54,857773.1,654
428,1998,4,YEDec 1998,Wellington,Other,55 - 59,1477523.16,334
429,1998,4,YEDec 1998,Wellington,Other,60 - 64,1205648.81,472
430,1998,4,YEDec 1998,Wellington,Other,65 - 69,133440.24,295
431,1998,4,YEDec 1998,Wellington,Other,70 - 74,,
432,1998,4,YEDec 1998,Wellington,Other,75 or older,,
433,1998,4,YEDec 1998,Wellington,Other,Rather not say,,
434,1998,4,YEDec 1998,Wellington,Other,Under 20,,
435,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,20 - 24,873149.3,967
436,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,25 - 29,4352762.64,2614
437,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,30 - 34,9832068.88,4981
438,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,35 - 39,1301827.42,875
439,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,40 - 44,7365322.89,3374
440,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,45 - 49,8040218.06,5117
441,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,50 - 54,38176160.56,2543
442,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,55 - 59,4311488.35,2463
443,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,60 - 64,1805628.54,320
444,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,65 - 69,3276029.06,2416
445,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,70 - 74,,
446,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,75 or older,,
447,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,Rather not say,,
448,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,Under 20,1460547.01,976
449,1999,4,YEDec 1999,Auckland,Business,20 - 24,19023067.67,3389
450,1999,4,YEDec 1999,Auckland,Business,25 - 29,33447221.07,12321
451,1999,4,YEDec 1999,Auckland,Business,30 - 34,77901323.09,23808
452,1999,4,YEDec 1999,Auckland,Business,35 - 39,113427242.3,26582
453,1999,4,YEDec 1999,Auckland,Business,40 - 44,61385034.25,24790
454,1999,4,YEDec 1999,Auckland,Business,45 - 49,43425839.38,21088
455,1999,4,YEDec 1999,Auckland,Business,50 - 54,56688514.47,22620
456,1999,4,YEDec 1999,Auckland,Business,55 - 59,41158276.35,14033
457,1999,4,YEDec 1999,Auckland,Business,60 - 64,9003484.17,4603
458,1999,4,YEDec 1999,Auckland,Business,65 - 69,5554047,2818
459,1999,4,YEDec 1999,Auckland,Business,70 - 74,,
460,1999,4,YEDec 1999,Auckland,Business,75 or older,,
461,1999,4,YEDec 1999,Auckland,Business,Rather not say,1968.19,1
462,1999,4,YEDec 1999,Auckland,Business,Under 20,1149593.71,772
463,1999,4,YEDec 1999,Auckland,Holiday / vacation,20 - 24,148130955,53280
464,1999,4,YEDec 1999,Auckland,Holiday / vacation,25 - 29,253276144.9,74789
465,1999,4,YEDec 1999,Auckland,Holiday / vacation,30 - 34,247156113.4,63334
466,1999,4,YEDec 1999,Auckland,Holiday / vacation,35 - 39,158009312,45961
467,1999,4,YEDec 1999,Auckland,Holiday / vacation,40 - 44,159638007.1,46992
468,1999,4,YEDec 1999,Auckland,Holiday / vacation,45 - 49,152775297.1,41509
469,1999,4,YEDec 1999,Auckland,Holiday / vacation,50 - 54,204386171.7,58382
470,1999,4,YEDec 1999,Auckland,Holiday / vacation,55 - 59,255091052.2,55739
471,1999,4,YEDec 1999,Auckland,Holiday / vacation,60 - 64,276976736.2,62373
472,1999,4,YEDec 1999,Auckland,Holiday / vacation,65 - 69,320850303.3,65202
473,1999,4,YEDec 1999,Auckland,Holiday / vacation,70 - 74,,
474,1999,4,YEDec 1999,Auckland,Holiday / vacation,75 or older,,
475,1999,4,YEDec 1999,Auckland,Holiday / vacation,Rather not say,2470976.91,1146
476,1999,4,YEDec 1999,Auckland,Holiday / vacation,Under 20,53003617.85,21829
477,1999,4,YEDec 1999,Auckland,Other,20 - 24,9890415.5,2454
478,1999,4,YEDec 1999,Auckland,Other,25 - 29,22273366.18,7196
479,1999,4,YEDec 1999,Auckland,Other,30 - 34,9259220.24,5374
480,1999,4,YEDec 1999,Auckland,Other,35 - 39,19607876.33,6518
481,1999,4,YEDec 1999,Auckland,Other,40 - 44,17677290.95,7564
482,1999,4,YEDec 1999,Auckland,Other,45 - 49,9535381.41,4722
483,1999,4,YEDec 1999,Auckland,Other,50 - 54,11857975.15,4320
484,1999,4,YEDec 1999,Auckland,Other,55 - 59,8110884.67,4709
485,1999,4,YEDec 1999,Auckland,Other,60 - 64,17223477.48,3245
486,1999,4,YEDec 1999,Auckland,Other,65 - 69,2683218.15,1134
487,1999,4,YEDec 1999,Auckland,Other,70 - 74,,
488,1999,4,YEDec 1999,Auckland,Other,75 or older,,
489,1999,4,YEDec 1999,Auckland,Other,Rather not say,,
490,1999,4,YEDec 1999,Auckland,Other,Under 20,29574669.51,9669
491,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,20 - 24,35823705.01,14049
492,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,25 - 29,55493890.52,22245
493,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,30 - 34,99627313.9,25442
494,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,35 - 39,62351204.45,21160
495,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,40 - 44,101705793.6,28188
496,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,45 - 49,77440631.52,22830
497,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,50 - 54,81342704.95,27010
498,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,55 - 59,92220309.76,22970
499,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,60 - 64,72789294.35,17559
500,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,65 - 69,121355277.7,25538
501,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,70 - 74,,
502,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,75 or older,,
503,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,Rather not say,,
504,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,Under 20,8787993.27,4696
505,1999,4,YEDec 1999,Christchurch,Business,20 - 24,8303456.91,1119
506,1999,4,YEDec 1999,Christchurch,Business,25 - 29,6065437,2768
507,1999,4,YEDec 1999,Christchurch,Business,30 - 34,7337335.13,2977
508,1999,4,YEDec 1999,Christchurch,Business,35 - 39,9806053.39,3067
509,1999,4,YEDec 1999,Christchurch,Business,40 - 44,5600870.93,2685
510,1999,4,YEDec 1999,Christchurch,Business,45 - 49,3895854.77,1863
511,1999,4,YEDec 1999,Christchurch,Business,50 - 54,3755465.17,1447
512,1999,4,YEDec 1999,Christchurch,Business,55 - 59,982504.73,1315
513,1999,4,YEDec 1999,Christchurch,Business,60 - 64,,
514,1999,4,YEDec 1999,Christchurch,Business,65 - 69,2957445.37,1124
515,1999,4,YEDec 1999,Christchurch,Business,70 - 74,,
516,1999,4,YEDec 1999,Christchurch,Business,75 or older,,
517,1999,4,YEDec 1999,Christchurch,Business,Rather not say,,
518,1999,4,YEDec 1999,Christchurch,Business,Under 20,,
519,1999,4,YEDec 1999,Christchurch,Holiday / vacation,20 - 24,125102663.1,39998
520,1999,4,YEDec 1999,Christchurch,Holiday / vacation,25 - 29,132528156.9,42293
521,1999,4,YEDec 1999,Christchurch,Holiday / vacation,30 - 34,97120215.31,28954
522,1999,4,YEDec 1999,Christchurch,Holiday / vacation,35 - 39,44668839.07,13891
523,1999,4,YEDec 1999,Christchurch,Holiday / vacation,40 - 44,52055953.07,14847
524,1999,4,YEDec 1999,Christchurch,Holiday / vacation,45 - 49,50248182.52,13523
525,1999,4,YEDec 1999,Christchurch,Holiday / vacation,50 - 54,87469374.56,21422
526,1999,4,YEDec 1999,Christchurch,Holiday / vacation,55 - 59,57678159.53,13886
527,1999,4,YEDec 1999,Christchurch,Holiday / vacation,60 - 64,99054304.39,20348
528,1999,4,YEDec 1999,Christchurch,Holiday / vacation,65 - 69,105734613.9,26065
529,1999,4,YEDec 1999,Christchurch,Holiday / vacation,70 - 74,,
530,1999,4,YEDec 1999,Christchurch,Holiday / vacation,75 or older,,
531,1999,4,YEDec 1999,Christchurch,Holiday / vacation,Rather not say,3002001.45,839
532,1999,4,YEDec 1999,Christchurch,Holiday / vacation,Under 20,25410969.5,7643
533,1999,4,YEDec 1999,Christchurch,Other,20 - 24,9295232.54,3081
534,1999,4,YEDec 1999,Christchurch,Other,25 - 29,9661888.1,2333
535,1999,4,YEDec 1999,Christchurch,Other,30 - 34,1169542.17,996
536,1999,4,YEDec 1999,Christchurch,Other,35 - 39,7451829.57,1879
537,1999,4,YEDec 1999,Christchurch,Other,40 - 44,567047.41,504
538,1999,4,YEDec 1999,Christchurch,Other,45 - 49,4812309.41,1226
539,1999,4,YEDec 1999,Christchurch,Other,50 - 54,10090346.87,1733
540,1999,4,YEDec 1999,Christchurch,Other,55 - 59,2243467.97,1188
541,1999,4,YEDec 1999,Christchurch,Other,60 - 64,1036179.62,305
542,1999,4,YEDec 1999,Christchurch,Other,65 - 69,197345.44,535
543,1999,4,YEDec 1999,Christchurch,Other,70 - 74,,
544,1999,4,YEDec 1999,Christchurch,Other,75 or older,,
545,1999,4,YEDec 1999,Christchurch,Other,Rather not say,,
546,1999,4,YEDec 1999,Christchurch,Other,Under 20,1148790.43,482
547,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,20 - 24,5724589.81,2812
548,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,25 - 29,14878280.71,5501
549,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,30 - 34,17634111.86,4266
550,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,35 - 39,8634216.03,2061
551,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,40 - 44,8940569.35,2691
552,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,45 - 49,4376452.91,1359
553,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,50 - 54,7639195.47,2955
554,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,55 - 59,12383439.43,3708
555,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,60 - 64,7075032.93,1121
556,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,65 - 69,9303847.23,2306
557,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,70 - 74,,
558,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,75 or older,,
559,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,Rather not say,,
560,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,Under 20,2247083.42,1352
561,1999,4,YEDec 1999,Queenstown,Business,20 - 24,,
562,1999,4,YEDec 1999,Queenstown,Business,25 - 29,,
563,1999,4,YEDec 1999,Queenstown,Business,30 - 34,,
564,1999,4,YEDec 1999,Queenstown,Business,35 - 39,,
565,1999,4,YEDec 1999,Queenstown,Business,40 - 44,,
566,1999,4,YEDec 1999,Queenstown,Business,45 - 49,,
567,1999,4,YEDec 1999,Queenstown,Business,50 - 54,,
568,1999,4,YEDec 1999,Queenstown,Business,55 - 59,,
569,1999,4,YEDec 1999,Queenstown,Business,60 - 64,,
570,1999,4,YEDec 1999,Queenstown,Business,65 - 69,,
571,1999,4,YEDec 1999,Queenstown,Business,70 - 74,,
572,1999,4,YEDec 1999,Queenstown,Business,75 or older,,
573,1999,4,YEDec 1999,Queenstown,Business,Rather not say,,
574,1999,4,YEDec 1999,Queenstown,Business,Under 20,,
575,1999,4,YEDec 1999,Queenstown,Holiday / vacation,20 - 24,,
576,1999,4,YEDec 1999,Queenstown,Holiday / vacation,25 - 29,,
577,1999,4,YEDec 1999,Queenstown,Holiday / vacation,30 - 34,,
578,1999,4,YEDec 1999,Queenstown,Holiday / vacation,35 - 39,,
579,1999,4,YEDec 1999,Queenstown,Holiday / vacation,40 - 44,,
580,1999,4,YEDec 1999,Queenstown,Holiday / vacation,45 - 49,,
581,1999,4,YEDec 1999,Queenstown,Holiday / vacation,50 - 54,,
582,1999,4,YEDec 1999,Queenstown,Holiday / vacation,55 - 59,,
583,1999,4,YEDec 1999,Queenstown,Holiday / vacation,60 - 64,,
584,1999,4,YEDec 1999,Queenstown,Holiday / vacation,65 - 69,,
585,1999,4,YEDec 1999,Queenstown,Holiday / vacation,70 - 74,,
586,1999,4,YEDec 1999,Queenstown,Holiday / vacation,75 or older,,
587,1999,4,YEDec 1999,Queenstown,Holiday / vacation,Rather not say,,
588,1999,4,YEDec 1999,Queenstown,Holiday / vacation,Under 20,,
589,1999,4,YEDec 1999,Queenstown,Other,20 - 24,,
590,1999,4,YEDec 1999,Queenstown,Other,25 - 29,,
591,1999,4,YEDec 1999,Queenstown,Other,30 - 34,,
592,1999,4,YEDec 1999,Queenstown,Other,35 - 39,,
593,1999,4,YEDec 1999,Queenstown,Other,40 - 44,,
594,1999,4,YEDec 1999,Queenstown,Other,45 - 49,,
595,1999,4,YEDec 1999,Queenstown,Other,50 - 54,,
596,1999,4,YEDec 1999,Queenstown,Other,55 - 59,,
597,1999,4,YEDec 1999,Queenstown,Other,60 - 64,,
598,1999,4,YEDec 1999,Queenstown,Other,65 - 69,,
599,1999,4,YEDec 1999,Queenstown,Other,70 - 74,,
600,1999,4,YEDec 1999,Queenstown,Other,75 or older,,
601,1999,4,YEDec 1999,Queenstown,Other,Rather not say,,
602,1999,4,YEDec 1999,Queenstown,Other,Under 20,,
603,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,20 - 24,,
604,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,25 - 29,,
605,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,30 - 34,,
606,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,35 - 39,,
607,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,40 - 44,,
608,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,45 - 49,,
609,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,50 - 54,,
610,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,55 - 59,,
611,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,60 - 64,,
612,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,65 - 69,,
613,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,70 - 74,,
614,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,75 or older,,
615,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,Rather not say,,
616,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,Under 20,,
617,1999,4,YEDec 1999,Wellington,Business,20 - 24,2144032.61,810
618,1999,4,YEDec 1999,Wellington,Business,25 - 29,4798980.45,2203
619,1999,4,YEDec 1999,Wellington,Business,30 - 34,9578234.68,3951
620,1999,4,YEDec 1999,Wellington,Business,35 - 39,7074748.41,4965
621,1999,4,YEDec 1999,Wellington,Business,40 - 44,8464594.91,3847
622,1999,4,YEDec 1999,Wellington,Business,45 - 49,4927713.21,3233
623,1999,4,YEDec 1999,Wellington,Business,50 - 54,1334958.31,1372
624,1999,4,YEDec 1999,Wellington,Business,55 - 59,1109160.6,1377
625,1999,4,YEDec 1999,Wellington,Business,60 - 64,877455.05,943
626,1999,4,YEDec 1999,Wellington,Business,65 - 69,864538.24,631
627,1999,4,YEDec 1999,Wellington,Business,70 - 74,,
628,1999,4,YEDec 1999,Wellington,Business,75 or older,,
629,1999,4,YEDec 1999,Wellington,Business,Rather not say,,
630,1999,4,YEDec 1999,Wellington,Business,Under 20,,
631,1999,4,YEDec 1999,Wellington,Holiday / vacation,20 - 24,2982330.81,1658
632,1999,4,YEDec 1999,Wellington,Holiday / vacation,25 - 29,5582551.8,1798
633,1999,4,YEDec 1999,Wellington,Holiday / vacation,30 - 34,3237356.52,1962
634,1999,4,YEDec 1999,Wellington,Holiday / vacation,35 - 39,1228301.2,892
635,1999,4,YEDec 1999,Wellington,Holiday / vacation,40 - 44,10777203.12,1482
636,1999,4,YEDec 1999,Wellington,Holiday / vacation,45 - 49,6537272.42,3182
637,1999,4,YEDec 1999,Wellington,Holiday / vacation,50 - 54,6859827.85,2663
638,1999,4,YEDec 1999,Wellington,Holiday / vacation,55 - 59,3641120.31,1561
639,1999,4,YEDec 1999,Wellington,Holiday / vacation,60 - 64,3556998.69,1429
640,1999,4,YEDec 1999,Wellington,Holiday / vacation,65 - 69,4958260.1,1801
641,1999,4,YEDec 1999,Wellington,Holiday / vacation,70 - 74,,
642,1999,4,YEDec 1999,Wellington,Holiday / vacation,75 or older,,
643,1999,4,YEDec 1999,Wellington,Holiday / vacation,Rather not say,897604.22,481
644,1999,4,YEDec 1999,Wellington,Holiday / vacation,Under 20,4428081.71,2058
645,1999,4,YEDec 1999,Wellington,Other,20 - 24,74943,117
646,1999,4,YEDec 1999,Wellington,Other,25 - 29,1138427.11,508
647,1999,4,YEDec 1999,Wellington,Other,30 - 34,3598239.01,1106
648,1999,4,YEDec 1999,Wellington,Other,35 - 39,1822051.76,117
649,1999,4,YEDec 1999,Wellington,Other,40 - 44,373226.66,767
650,1999,4,YEDec 1999,Wellington,Other,45 - 49,984611.65,763
651,1999,4,YEDec 1999,Wellington,Other,50 - 54,,
652,1999,4,YEDec 1999,Wellington,Other,55 - 59,648734.58,570
653,1999,4,YEDec 1999,Wellington,Other,60 - 64,,
654,1999,4,YEDec 1999,Wellington,Other,65 - 69,197704.36,579
655,1999,4,YEDec 1999,Wellington,Other,70 - 74,,
656,1999,4,YEDec 1999,Wellington,Other,75 or older,,
